uID;Name;Förderer;Wert;Hinweis;Alternativname;Quelle;Quelle 2
1481;RWTH Aachen (ohne Klinikum);Solitem Group;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);Sparkasse Aachen;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);Springer Science + Business Media Deutschland GmbH;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);STAWAG - Stadtwerke Aachen AG;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);Textilverband Nordwest;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);The MathWorks GmbH;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);ThyssenKrupp;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);VDMA - Verband Deutscher Maschinen- und  Anlagenbau e.V.;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);Walbert-Schmitz GmbH & Co. KG;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);WBI PROFESSOR DR.-ING. W. WITTKE Beratende Ingenieure für GRUNDBAU UND FELSBAU GmbH;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);Weber GmbH & Co. KG Kunststofftechnik + Formenbau;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (ohne Klinikum);Wintershall Holding AG;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
1481;RWTH Aachen (Klinikum);WTI Wissenschaftlich-Technische Ingenieurberatung GmbH;;Förderer;;http://www.rwth-aachen.de/cms/root/Wirtschaft/Fundraising/~bamh/Partnerschaften_Foerdernde/, ;
81;Universität Duisburg-Essen (ohne Klinikum);;;;;;
121;Universität Paderborn;;;;;;
130;Universität Siegen;;;;;;
140;Universität Wuppertal;;;;;;
150;Fernuniversität Hagen;;;;;;
910;Deutsche Hochschule der Polizei, Münster;;;;;;
1081;Ruhr-Universität Bochum (ohne Klinikum);;;;;;
1091;Universität Bonn (ohne Klinikum);;;;;;
1101;Universität Düsseldorf (ohne Klinikum);Provinzial AG;;Provinzial-Stipendien;;http://www.uni-duesseldorf.de/home/studium-und-lehre-an-der-hhu/studium/stipendien/stipendienkompass-fachbezogene-stipendien.html;
1111;Universität zu Köln (ohne Klinikum);Bayer;;nicht offengelegter Forschungsvertrag;Bayer AG;http://www.zeit.de/studium/hochschule/2012-01/uni-koeln-bayer/komplettansicht;http://www.cbgnetwork.org/2730.html
1111;Universität zu Köln (ohne Klinikum);netspar;;Prof. Dr. Alexander Ludwig ist dort Fellow;;;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);Santander Bank;;20 Stipendien, Finanzierung;;http://www.uni-muenster.de/Rektorat/exec/upm.php?rubrik=Alle&neu=0&monat=201301&nummer=16418;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);WestLB;;Schuldschein;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);Commerzbank;;Termingeld;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);HypoVereinsbank;;Tagesgeld;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);Postbank;;Tagesgeld;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);wwu.weiterbildung gemeinnützige GmbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);JCB Institut für Chemo- und Biosensorik GmbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);European Research Services GmbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);52' North Initiative for Geospatial Open Source Softw. GmbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);Institut für vergleichende Städtegeschichte IStG gGmbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);PROvendis GmbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);Akademie für Manuelle Medizin GmbH an der WWU;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);CeNTech GmbH, Center for NanoTechnology;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);proPlant GmbH Gesell. f. Agrar- und Umweltinformatik mbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);Technologieförderung Münster GmbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);IPP Milnster GmbH;;Beteiligung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);Deutsche Bank;;Verwaltung der Schiffer-Stiftung;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1121;WWU Westfälische Wilhems-Universität Münster (ohne Klinikum);Deutsche Bank;;Verwaltung des Schneider-Sasakawa-Funds;;https://www.hochschulwatch.de/wiki/Datei:Wwu-finanzen.pdf;
1130;Technische Universität Dortmund;;;;;;
1140;Universität Bielefeld;;;;;;
1150;Deutsche Sporthochschule Köln;;;;;;
1489;RWTH Aachen (Klinikum);;;;;;
1499;Priv. wiss. Hochschule Witten-Herdecke (Klinikum);;;;;;
710;Hochschule für Kirchenmusik der evang. Kirche von Westfalen, Herford;;;;;;
2030;Theol. Fakultät Paderborn (rk);;;;;;
2060;Philosophisch-Theologische Hochschule SVD St. Augustin;;;;;;
2080;Phil.-Theol. Hochschule Münster (rk);;;;;;
2270;Kirchliche Hochschule Wuppertal / Bethel (ev);;;;;;
2430;Alanus Hochschule Alfter (Priv. H);;;;;;
2560;Hochschule für Musik Detmold;;;;;;
2570;Folkwang-Hochschule Essen;;;;;;
2580;Hochschule für Musik und Tanz Köln;;;;;;
2860;Kunstakademie Düsseldorf;;;;;;
2870;Robert-Schumann-Hochschule Düsseldorf;;;;;;
2880;Kunsthochschule für Medien Köln;;;;;;
2890;Kunstakademie Münster;;;;;;
930;EBZ Business School;;;;;;
1500;Hochschule der Sparkassen-Finanzgruppe Bonn (Priv. FH);;;;;;
1640;Hochschule Neuss für Internationale Wirtschaft (Priv. FH);;;;;;
1650;Mathias Hochschule Rheine;;;;;;
1660;EBC Düsseldorf HS für Int. Management (Priv. FH);;;;;;
1680;Cologne Business School;;;;;;
5690;Priv. FH International School of Management, Dortmund;;;;;;
5720;Intern. FH (IFH) Bad Honnef-Bonn (Priv. FH);;;;;;
5800;Business and Information Technology School Iserlohn (Priv. FH);abiQ;;Vollstipendien;;;
5800;Business and Information Technology School Iserlohn (Priv. FH);absolut karriere;;Vollstipendien;;;
5820;FH des Mittelstandes Bielefeld (Priv. FH);;;;;;
5900;Fachhochschule der Wirtschaft Paderborn;;;;;;
5980;Technische FH (TFH) Georg Agricola zu Bochum (Priv. FH);;;;;;
5990;Priv. Rheinische FH Köln;;;;;;
6410;Europäische FH (EUFH) Rhein/Erft, Brühl (Priv. FH);;;;;;
8100;Priv. FH für Ökonomie und Management Essen;;;;;;
3050;FH Westliches Ruhrgebiet;;;;;;
3060;Hochschule Rhein-Waal;;;;;;
3070;Hochschule Hamm-Lippstadt;;;;;;
5250;FH Südwestfalen;;;;;;
5700;Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen;;;;;;
5710;FH Aachen;;;;;;
5730;FH Bielefeld;;;;;;
5750;Hochschule Bochum;;;;;;
5770;FH Dortmund;;;;;;
5780;FH Düsseldorf;;;;;;
5830;FH Köln;;;;;;
5840;Hochschule Niederrhein;;;;;;
5860;Hochschule Ostwestfalen-Lippe;;;;;;
5890;FH Münster;;;;;;
8110;FH Bonn-Rhein-Sieg;;;;;;
40;FH der Diakonie Bielefeld-Bethel;;;;;;
6000;Evang. FH Rheinland-Westfalen-Lippe, Bochum;;;;;;
6030;Kath. Hochschule Nordrhein-Westfalen;;;;;;
6070;FH füröffentliche Verwaltung NW;;;;;;
6180;FH für Rechtspflege NW, Bad Münstereifel;;;;;;
6190;FH für Finanzen NW, Nordkirchen;;;;;;
6206;FH Bund, FB Allgemeine innere Verwaltung, Brühl;;;;;;
6208;FH Bund, FB Finanzen, Münster;;;;;;
1540;Priv. wiss. Hochschule Oestrich-Winkel (E.B.S.);;;;;;
6370;Frankfurt School of Finance and Management;;;;;;
1169;Universität Frankfurt a.M. (Klinikum);;;;;;
10;Universität Kassel;;;;;;
1161;Universität Frankfurt a.M. (ohne Klinikum);;;;;;
1171;Universität Gießen;;;;;;
1181;Universität Marburg;;;;;;
1530;TU Darmstadt;Continental;;Gemeinsame Forschungsprojekte seit den 80ern;;http://www.proreta.tu-darmstadt.de/proreta_1/startseite_proreta/index.de.jsp ;
1530;TU Darmstadt;Intel GmbH;;Gemeinsames Institut;;http://www.icri-sc.tu-darmstadt.de/icri-sc/institute/;
1530;TU Darmstadt;SAP;;Gemeinsame Gründung Global Research and Business Incubation Darmstadt;;https://www.informatik.tu-darmstadt.de/de/forschung/industrie-kooperationen/;
1378;Universitätsklinikum Gießen und Marburg, Abt. Gießen;;;;;;
1379;Universitätsklinikum Gießen und Marburg, Abt. Marburg;;;;;;
940;Freie Theologische Hochschule (FTH) Gießen (Priv.);;;;;;
1550;Evangelische Hochschule Tabor Marburg;;;;;;
2000;Theol. Fakultät Fulda (rk);;;;;;
2020;Phil.-Theol. Hochschule Frankfurt a.M. (rk);;;;;;
2320;Luth.-Theol. Hochschule Oberursel (ev);;;;;;
2620;Hochschule für Musik und Darstellende Kunst Frankfurt a.M.;;;;;;
2900;Hochschule für Bildende Künste Frankfurt a.M. (Städelschule);;;;;;
2920;Hochschule für Gestaltung Offenbach;;;;;;
1510;CVJM-Hochschule;;;;;;
6280;Hochschule Fresenius Idstein (Priv. FH);;;;;;
6360;Priv. FH des Bundesverbandes der Unfallvers., Bad Hersfeld;;;;;;
6390;Wilhelm Büchner Hochschule;;;;;;
6400;DIPLOMA Fachhochschule Nordhessen;;;;;;
6690;provadis International School of Management and Technology;;;;;;
7670;accadis Hochschule Bad Homburg;Frankfurter Neuen Presse;25000;Stipendium;;;
6210;h_da - Hochschule Darmstadt (FH);Software AG;260000;Kooperation, Softwarelizenzen in diesem Wert;;https://www.sit.fraunhofer.de/de/news/aktuelles/presse/details/news-article/think-tank-zur-it-sicherheit/;
6220;FH Frankfurt a.M.;;;;;;
6230;Technische Hochschule Mittelhessen, FH (THM);;;;;;
6240;Hochschule RheinMain (FH);;;;;;
6290;Hochschule Fulda;;;;;;
6270;Evangelische Hochschule Darmstadt (EHD);;;;;;
6320;FH für Archivwesen Marburg;;;;;;
6330;VerwFH Rotenburg;;;;;;
6340;VerwFH Wiesbaden;;;;;;
1190;WHU - Otto Beisheim School of Management;;;;;;
1390;Universitätsmedizin der Johannes Gutenberg-Universität Mainz;;;;;;
1200;Universität Trier;;;;;;
1210;TU Kaiserslautern;;;;;;
1223;Universität Mainz;Deutsche Post;180000;Deutsche Post DHL: ''Flexible Bezirksschneidung'' (2014 � 2016);;http://wiwi.uni-mainz.de/926_DEU_HTML.php;
1223;Universität Mainz;Jacobs;490000;Jacobs-Foundation: ''KIDS-WIN: Enhancing cognitive and motivational skills in children: An intervention study with primary school children'' (2012 � 2014);;http://wiwi.uni-mainz.de/926_DEU_HTML.php;
1223;Universität Mainz;Mann + Hummel GmbH;;MANN+HUMMEL GmbH: Theorie trifft Praxis mit MANN+HUMMEL (2011);;http://wiwi.uni-mainz.de/926_DEU_HTML.php;
1223;Universität Mainz;KPMG;;KPMG: Accounting and Taxation in Kooperation mit KPMG (2011 � 2013);;http://wiwi.uni-mainz.de/926_DEU_HTML.php;
1230;Hochschule für Verwaltungswissenschaften Speyer;;;;;;
1290;Universität Koblenz-Landau;;;;;;
2040;Theol. Fakultät Trier;;;;;;
2050;Theol. H Vallendar;;;;;;
6510;FH Bingen;;;;;;
6520;FH Kaiserslautern;;;;;;
6530;FH Koblenz;;;;;;
6580;Hochschule Trier;;;;;;
6650;Hochschule Ludwigshafen am Rhein;;;;;;
6660;FH Worms;;;;;;
6670;FH Mainz;;;;;;
6600;Kath. FH Mainz;;;;;;
6630;FH füröffentliche Verwaltung, FB Innere Verwaltung in Mayen;;;;;;
6640;FH für Finanzen Edenkoben;;;;;;
6620;Hochschule der Deutschen Bundesbank;;;;;;
1280;Priv. wiss. Hochschule Bierbronnen;;;;;;
1410;AKAD, Wissenschaftliche Hochschule Lahr (Priv. Fern-H für Berufstätige);;;;;;
1460;Zeppelin Universität (ZU);;;;;;
1830;Priv. wiss. Hochschule Stuttgart, Seminar für Waldorfpädagogik;;;;;;
1249;Universität Freiburg i.Br. (Klinikum);;;;;;
1252;Universität Heidelberg - Medizinische Fakultät Mannheim;;;;;;
1256;Universität Heidelberg (Klinikum);;;;;;
1279;Universität Tübingen (Klinikum);;;;;;
1829;Universität Ulm (Klinikum);;;;;;
1241;Universität Freiburg i.Br. (ohne Klinikum);;;;;;
1251;Universität Heidelberg (ohne Klinikum);;;;;;
1260;Universität Konstanz;Airbus Group;;Kooperation, Stiftung Forschungspreis;http://cms.uni-konstanz.de/zivilklausel/pressespiegel/;;
1271;Universität Tübingen (ohne Klinikum);CMS Hasche Sigle;;Spende Zivilrecht-Hörsaal;http://www.jura.uni-tuebingen.de/fakultaet/nachrichten/grossspende-ermoeglicht-modernisierung-im-juristischen-seminar?searchterm=lesesaal;;
1580;Karlsruher Institut für Technologie (KIT) - Bereich Hochschule;Daimler;;Förderung Nachwuchswissenschaftler;https://www.dradio.de/dlf/sendungen/campus/1496758/;;
1590;Universität Stuttgart;;;;;;
1800;Universität Hohenheim;Südwestmetall;5000;Preis;tp://www.bwl.uni-mannheim.de/de/allgemeines/dekanat/p;;
1800;Universität Hohenheim;Südwestbank;7500;Preis;http://www.handelsblatt.com/politik/oekonomie/nachrichten/sponsoring-hoersaele-werden-zu-werbeflaechen/2807452.html;;
1810;Universität Mannheim;Frankfurter Allgemeine Zeitung;;FAZ-Lounge;tner_des_dekanats/, http://www.uni-mannheim.de/forum/schwerpunkt/ausgabe_1_2010_stifter_und_maezene/stiftungsprofessuren/, http://www.service;;
1810;Universität Mannheim;PricewaterhouseCoopers;300000;Hörsaalsponsoring;http://www.handelsblatt.com/politik/oekonomie/nachrichten/sponsoring-hoersaele-werden-zu-werbeflaechen/2807452.html, http://www.bwl.uni-mannheim.de/de/allgemeines/dekanat/partner_des_dekanats/, http://www.uni-mannheim.de/forum/schwerpunkt/ausgabe_1_2010_stifter_und_maezene/stiftungsprofessuren/, http://www.service.uni-mannheim.de/de/campus_service/, http://hochschulanzeiger.faz.net/magazin/neue-f-a-z-lounge-an-der-universitaet-mannheim-eroeffnung-mit-grosser-poetry-slam-show-11371303.html;;
1821;Universität Ulm (ohne Klinikum);;;;;;
2300;Hochschule für jüdische Studien Heidelberg;;;;;;
3660;PH Freiburg i.Br.;;;;;;
3670;PH Heidelberg;;;;;;
3680;PH Karlsruhe;;;;;;
3700;PH Schwäbisch Gmünd;;;;;;
3710;PH Ludwigsburg;;;;;;
3780;PH Weingarten;;;;;;
2650;Staatl. Hochschule für Musik Freiburg i.Br.;;;;;;
2660;Staatl. Hochschule für Musik und Darstellende Kunst Mannheim;;;;;;
2670;Staatl. Hochschule für Musik Karlsruhe;;;;;;
2690;Staatl. Hochschule für Musik und Darstellende Kunst Stuttgart;;;;;;
2700;Staatl. Hochschule für Musik Trossingen;;;;;;
2940;Staatl. Hochschule für Gestaltung Karlsruhe;;;;;;
2950;Staatl. Akademie der Bildenden Künste Karlsruhe;;;;;;
2960;Staatl. Akademie der Bildenden Künste Stuttgart;;;;;;
50;German Graduate School of Management and Law;;;;;;
60;Hochschule der Bundesagentur für Arbeit;;;;;;
1420;Internationale Hochschule Calw (Priv. FH);;;;;;
6890;Naturwissenschaftlich-Technische Akademie Isny (nta);;;;;;
6970;Priv. FH für Gestaltung Stuttgart (Merz-Akademie);;;;;;
7010;Priv. FH für Kunsttherapie Nürtingen;;;;;;
7020;AKAD, FH Stuttgart (Priv. Fern-FH für Berufstätige);;;;;;
7090;SRH Hochschule Heidelberg;;;;;;
7180;Fernhochschule Riedlingen (Priv. FH);;;;;;
7200;Hochschule für Gestaltung Schwäbisch Hall;;;;;;
7600;Priv. FH Calw - H für Wirtschaft und Medien;;;;;;
8150;Karlshochschule International University, Karlsruhe (Priv. FH);;;;;;
6710;FH Aalen;Carl Zeiss;;umfangreiche Einrichtung, Finanzierung;http://www.htw-aalen.de/einrichtungen/n2099_bibliothek/n1314_service/content.php?id=791, http://www.htw-aalen.de/studium/vs/news.popup.php?id=2312, http://www.htw-aalen.de/aktuell/presse/presse.popup.php?id=2624;;
6720;Hochschule Biberach;s.a.b. AG;;Kooperation;http://idw-online.de/pages/de/news513163, http://www.openpr.de/news/524612/sab-kooperiert-mit-Hochschule-Biberach.html;;
6730;Hochschule Esslingen (FH);;;;;;
6740;Hochschule Furtwangen;;;;;;
6750;Hochschule Heilbronn;Würth;;Finanzielle Unterstützung für Campus;Würth-Stiftung;http://www.stiftung-wuerth.de/web/de/stiftung_wuerth/index_stiftung.php;http://www.ihk-wnews.de/ximages/1435234_wnews132.pdf
6750;Hochschule Heilbronn;Dieter-Schwarz-Stiftung;;Finanzielle Unterstützung für Campus;;http://www.gew.de/Binaries/Binary34669/080415_GEW-Priva-6-final.pdf;http://www.wissenschaftsrat.de/download/archiv/8633-08.pdf
6750;Hochschule Heilbronn;Recaro;;Finanzielle Unterstützung für Campus;;http://idw-online.de/pages/de/news492145;http://www.beschaffung-aktuell.de/home/-/article/16537505/26154291/Enge-Kooperation-mit-der-Wirtschaft/art_co_INSTANCE_0000/maximized/
6750;Hochschule Heilbronn;Würth;;Kooperation;;http://www.versicherungsmagazin.de/Aktuell/Nachrichten/195/17479/Hochschule-Heilbronn-Trainee-Kooperationsvertrag-mit-zwei-Unternehmen.html;
6750;Hochschule Heilbronn;Schwäbisch Hall;;Kooperation;;http://www.versicherungsmagazin.de/Aktuell/Nachrichten/195/17479/Hochschule-Heilbronn-Trainee-Kooperationsvertrag-mit-zwei-Unternehmen.html;
6760;Hochschule Karlsruhe (FH);;;;;;
6770;Hochschule Konstanz (HTWG);NewTec GmbH;;Stipendienprogramm;;http://www.htwg-konstanz.de/Stipendienprogramme.1381.0.html?&MP=1331-5878;
6770;Hochschule Konstanz (HTWG);Ingenieurgesellschaft Auto und Verkehr GmbH (IAV);;Stipendienprogramm;;http://www.htwg-konstanz.de/Stipendienprogramme.1381.0.html?&MP=1331-5878;
6780;Hochschule Mannheim (FH);;;;;;
6790;Hochschule für Wirtschaft und Umwelt Nürtingen;;;;;;
6800;Hochschule Offenburg;;;;;;
6810;Hochschule Pforzheim;;;;;;
6820;FH Ravensburg-Weingarten;;;;;;
6830;Hochschule Reutlingen;;;;;;
6840;Hochschule Albstadt-Sigmaringen (FH);;;;;;
6850;Hochschule für Technik Stuttgart;;;;;;
6860;Hochschule der Medien Stuttgart;;;;;;
6870;Hochschule Ulm;;;;;;
7050;Hochschule für Gestaltung Schwäbisch Gmünd;;;;;;
7110;Hochschule für Forstwirtschaft Rottenburg (FH);;;;;;
8170;Duale Hochschule Baden Württemberg;Dieter-Schwarz-Stiftung;75000000;Finanzierung Bildungscampus;"http://www.stimme.de/heilbronn/nachrichten/region/sonstige-Schwarz-Stiftung-fuer-Bildungscampus;art16305,1355363";"http://www.stimme.de/heilbronn/nachrichten/region/Heilbronn-Neckarsulm-Lidl-Kaufland-Stiftungsgeschaeftsfuehrer-Dr-Erhard-Klotz-und-Klaus-Czernuska-Jaehrlich-20-Millionen-investieren;art16305,1511508";
6900;Evang. Hochschule Freiburg (FH);;;;;;
6910;Katholische Hochschule Freiburg i.Br.;;;;;;
7190;Evangelische Hochschule Ludwigsburg (FH);;;;;;
7680;Theologische Hochschule Reutlingen;;;;;;
7060;FH füröffentliche Verwaltung Kehl;;;;;;
7070;Hochschule füröffentliche Verwaltung und Finanzen Ludwigsburg;;;;;;
7120;FH für Rechtspflege Schwetzingen;;;;;;
7140;Staatl. FH für Polizei Villingen-Schwenningen;;;;;;
6200;FH Bund, FB Bundeswehrverwaltung, Mannheim;;;;;;
1319;Universität Erlangen-Nürnberg (Klinikum);;;;;;
1329;Universität München (Klinikum);;;;;;
1339;Universität Würzburg (Klinikum);;;;;;
1349;Universität Regensburg (Klinikum);;;;;;
1639;TU München (Klinikum);;;;;;
500;Universität Bamberg;;;;;;
510;Universität Bayreuth;;;;;;
540;Universität Passau;;;;;;
1314;Universität Erlangen-Nürnberg;Teambank AG;130000;Hörsaalsponsoring;;http://www.tf.fau.de/fakultaet/sponsoring.shtml;
1315;Universität Erlangen-Nürnberg;Siemens;;Hörsaalsponsoring - 5 Jahre bis 2018, Erneuerung der Bestuhlung, farbliche Neugestaltung des Saals;;http://www.handelsblatt.com/politik/oekonomie/nachrichten/sponsoring-hoersaele-werden-zu-werbeflaechen/2807452.html;
1316;Universität Erlangen-Nürnberg;Brose Gruppe;;Hörsaalsponsoring - 1 Jahr bis 2014, Malerarbeiten, Infotafel;;http://www.handelsblatt.com/politik/oekonomie/nachrichten/sponsoring-hoersaele-werden-zu-werbeflaechen/2807452.html;
1317;Universität Erlangen-Nürnberg;Clear Group;;Hörsaalsponsoring - 3 Jahre bis 2015, Infotafel;;http://www.handelsblatt.com/politik/oekonomie/nachrichten/sponsoring-hoersaele-werden-zu-werbeflaechen/2807452.html;
1318;Universität Erlangen-Nürnberg;develop group;;Hörsaalsponsoring - 5 Jahre bis 2018, Erneuerung der Bestuhlung, farbliche Neugestaltung des Saals;;http://www.handelsblatt.com/politik/oekonomie/nachrichten/sponsoring-hoersaele-werden-zu-werbeflaechen/2807452.html;
1321;Universität München (ohne Klinikum);Bundesarbeitgeberverband Chemie;18000000;An-Institut Zentrum für Arbeitsbeziehungen und Arbeitsrecht;;http://www.taz.de/1/archiv/digitaz/artikel/?ressort=a2&dig=2011%2F07%2F02%2Fa0034&cHash=bcc251bf29;
1321;Universität München (ohne Klinikum);Arbeitgeberverband der bayerischen Metallindustrie;18000000;An-Institut Zentrum für Arbeitsbeziehungen und Arbeitsrecht;;;
1321;Universität München (ohne Klinikum);Arbeitgeberverband der baden-württembergischen Metallindustrie;18000000;An-Institut Zentrum für Arbeitsbeziehungen und Arbeitsrecht;;;
1331;Universität Würzburg (ohne Klinikum);;;;;;
1341;Universität Regensburg (ohne Klinikum);;;;;;
1350;Universität Augsburg;;;;;;
1633;TU München (ohne Klinikum);;;;;;
1710;Hochschule für Politik München;;;;;;
811;Universität der Bundeswehr München (FB Universitätsstudiengänge);;;;;;
550;Kath. Universität Eichstätt-Ingolstadt;;;;;;
560;Augustana-H Neuendettelsau (ev);;;;;;
2170;Hochschule für Philosophie München (rk);;;;;;
2180;Phil.-Theol. H Benediktbeuern (rk);;;;;;
2710;Hochschule für Musik Würzburg;;;;;;
2720;Hochschule für Musik und Theater München;;;;;;
2730;Hochschule für Fernsehen und Film München;;;;;;
2980;Akademie der Bildenden Künste München;;;;;;
2990;Akademie der Bildenden Künste Nürnberg;;;;;;
3010;Hochschule für Musik Nürnberg;;;;;;
3020;Hochschule für evangelische Kirchenmusik Bayreuth;;;;;;
3040;Hochschule für Kath. Kirchenmusik und Musikpädagogik, Regensburg;;;;;;
30;Macromedia FH der Medien, München (Priv. FH);;;;;;
720;Hochschule für Angewandte Sprachen – Fachhochschule des SDI München;;;;;;
5000;Hochschule für angewandte Wissenschaften Bamberg - Private Hochschule für Gesundheit (Priv. FH);;;;;;
6284;Hochschule Fresenius Idstein in München (Priv. FH);;;;;;
6680;Hochschule für angewandtes Management;;;;;;
7580;Munich Business School München (Priv. FH);;;;;;
7210;Hochschule Augsburg;Euro Engineering;;Hörsaalsponsoring seit 2009;;http://www.hs-augsburg.de/hochschule/foerderung/partner/;
7210;Hochschule Augsburg;Verein deutscher Ingenieure e.V.;;Hörsaalsponsoring seit 2008;;http://www.hs-augsburg.de/hochschule/foerderung/partner/;
7210;Hochschule Augsburg;Lechwerke AG;;Hörsaalsponsoring seit 2008;;http://www.hs-augsburg.de/hochschule/foerderung/partner/;
7210;Hochschule Augsburg;Premium AEROTEC GmbH;;Hörsaalsponsoring;;http://www.hs-augsburg.de/hochschule/foerderung/partner/;
7210;Hochschule Augsburg;Patrizia AG;;Hörsaalsponsoring;;http://www.hs-augsburg.de/hochschule/foerderung/partner/;
7220;Hochschule Coburg;;;;;;
7240;Hochschule München;;;;;;
7250;Technische Hochschule Nürnberg Georg Simon Ohm;Hays AG;;Hörsaalsponsoring;;http://www.th-nuernberg.de/seitenbaum/home/hochschulkommunikation/sponsoring-und-werbung-am-ohm/hoersaal-sponsoring/unsere-partner/page.html;
7250;Technische Hochschule Nürnberg Georg Simon Ohm;Freescale;;Sponsoring 3 Labore;;http://www.th-nuernberg.de/seitenbaum/home/hochschulkommunikation/sponsoring-und-werbung-am-ohm/hoersaal-sponsoring/unsere-partner/page.html;
7250;Technische Hochschule Nürnberg Georg Simon Ohm;Schaeffler Gruppe;;Hörsaalsponsoring;;http://www.th-nuernberg.de/seitenbaum/home/hochschulkommunikation/sponsoring-und-werbung-am-ohm/hoersaal-sponsoring/unsere-partner/page.html;
7250;Technische Hochschule Nürnberg Georg Simon Ohm;Ferchau Engineering;;Hörsaalsponsoring;;http://www.th-nuernberg.de/seitenbaum/home/hochschulkommunikation/sponsoring-und-werbung-am-ohm/hoersaal-sponsoring/unsere-partner/page.html;
